,Unnamed: 0,tweet_id,sarcastic
357,357,15999989269,0
358,358,29865816358916096,0
359,359,693419845170237444,1
362,362,881589057435738113,0
363,363,506692151632068608,0
365,365,1254980851835830273,1
366,366,507954003561283584,0
367,367,933252251988062208,1
368,368,1162546462359556096,1
369,369,14758484424,0
370,370,4437574783,0
373,373,195121848952946689,1
374,374,4364155935,1
375,375,717318191798751232,1
376,376,702931126822678529,1
377,377,635453543525146624,1
378,378,787938838656258048,0
379,379,117580516982657026,1
380,380,11384042561740800,1
381,381,783664900799393792,1
382,382,262467260680114176,1
383,383,888749788761640960,1
384,384,133491089733713920,0
385,385,320986183121379328,0
386,386,414815691565314048,0
387,387,1256255686075449346,0
388,388,507993442333364224,0
390,390,414737078811779072,0
392,392,881366966275121152,0
393,393,507996580214239233,0
394,394,133393644932698112,0
395,395,1105109090102136837,1
396,396,19854025544,1
397,397,293221122613313536,1
398,398,1136902795905253381,1
399,399,881408956802805760,0
400,400,3316258895,0
401,401,881639737655779330,0
403,403,227407788995903488,0
404,404,881161303561207809,0
405,405,830462973898551296,1
406,406,99553032605401088,1
407,407,507937743323033601,0
408,408,1067634539982336000,0
409,409,414773962069921792,0
410,410,1161454045602562053,1
411,411,39935911139622912,1
412,412,974743450439610376,0
413,413,1131935260130893825,1
414,414,975020763924148224,0
415,415,601367979222118401,1
416,416,494862355738927104,1
417,417,694973103441575937,0
418,418,1068128341604163584,0
419,419,227680536972390400,1
420,420,307162647139340288,0
421,421,227835568510349312,1
422,422,881576841768718336,0
423,423,410655504629649408,1
424,424,854169690477912072,1
425,425,601426017945853954,0
426,426,2610956960,0
427,427,3662057971,1
428,428,228561935573061633,1
430,430,324842601041768448,1
431,431,272001451402862593,1
432,432,1178299459555299328,1
433,433,1161693283715887104,0
434,434,975030269420843008,0
435,435,51713857982443520,1
436,436,838418695898660866,1
437,437,227676624592728064,0
438,438,791624493471064065,1
439,439,693726611691036672,0
440,440,872563631979888640,0
441,441,1255241515309375490,0
442,442,1046810594207100928,1
443,443,305642102870638592,1
444,444,227585439421321216,0
445,445,208741883269226496,1
446,446,967927665830187008,0
447,447,4082624713,1
448,448,326241808122253312,1
449,449,974457818207215618,1
450,450,694865357433999360,0
451,451,974486778752073729,1
452,452,321239494743453696,0
453,453,1161706270153478147,0
454,454,694954900984180737,0
455,455,303778333202718720,1
456,456,1161789191652405249,0
457,457,879709626924531712,1
458,458,227335813246099456,0
459,459,506874608138477569,0
460,460,507833062248685568,0
461,461,938104259580608512,1
462,462,216259303361884160,0
463,463,601111659709501441,1
465,465,227874041854308353,0
466,466,975027867263426560,0
467,467,975055320228749312,0
468,468,591779637144866816,0
469,469,219430057947566080,1
470,470,67303481136001024,1
471,471,1068127733228740608,0
472,472,765802610133696512,1
473,473,321061462443450368,0
474,474,321082060368396288,0
476,476,184284172586721281,1
477,477,216499228174860288,0
478,478,694158982399700992,0
479,479,593854618335076352,0
480,480,134682164473241600,0
481,481,1256356503633747968,0
482,482,1255214352187047936,0
484,484,133975937808207872,0
485,485,14913199696,0
486,486,321210532138979328,0
487,487,881557574868377602,0
488,488,881590308869468161,0
489,489,975021493573902337,0
490,490,1031212907151814656,1
491,491,37963307189157888,1
492,492,693843492771119107,0
493,493,15891430180,0
494,494,975059719114047488,0
495,495,1161699677244461062,0
496,496,225563612784238592,0
497,497,1067457927978602499,1
498,498,694595248291500032,1
499,499,788041635510747137,0
500,500,500355037307371520,1
501,501,485834032820015104,1
502,502,881440108682936321,1
503,503,27233609112,1
504,504,206064879092772864,0
505,505,227905546169249792,0
506,506,1053147575992279040,1
507,507,399407169575333888,1
509,509,321307002930335745,0
510,510,134689811465375744,0
512,512,1178092555445182464,1
514,514,227636119309783040,0
515,515,507765958417469440,0
516,516,695680492008374272,0
517,517,1255262839671066624,0
518,518,601319530430795776,0
519,519,832642024322977793,1
521,521,729339694278971392,1
523,523,466818616839524354,1
524,524,975065475586641922,0
525,525,507798064837296129,1
526,526,1147235019095547904,1
527,527,3822595131,0
528,528,880871434603679745,1
529,529,881641208589713411,0
530,530,15867721238,1
531,531,39749491414405120,1
532,532,21687069827,1
533,533,1246054634520637440,1
534,534,695007243884957701,0
535,535,1256313785482006528,1
536,536,292177626565578753,1
537,537,1255262221610954752,0
538,538,785915372042084352,0
539,539,975037868451205120,0
541,541,224446004416622592,1
542,542,414614018020880384,0
543,543,506182214187773952,1
545,545,227904757044494337,0
546,546,1060753374117851136,1
547,547,321273666367279104,0
548,548,227789011048071170,0
549,549,507765870030905345,0
550,550,1033795585353175040,1
551,551,788048319314403328,0
552,552,212559608663908352,1
553,553,3359420327,0
554,554,133963649437024256,0
555,555,186845334109028352,1
556,556,350889707418296321,1
557,557,134153471027978240,0
558,558,601460020446826496,0
560,560,523048468362059776,1
561,561,881585604814831616,0
562,562,1255229915663872001,0
563,563,134569293827407872,0
564,564,317072910508490752,1
565,565,1762271802,0
566,566,787972877777833984,0
567,567,1237569947162701826,1
568,568,377489561913274370,1
569,569,15243329542,0
570,570,131049926338682880,0
571,571,592612018261110784,0
572,572,1067747650752012289,1
573,573,1158914465238269953,1
574,574,1162166106380857344,0
575,575,1161314718314717184,0
576,576,1104475735295692800,1
577,577,411025443866025984,1
578,578,12053702856,1
579,579,693788276486836225,1
580,580,359576126697381888,1
581,581,3198929555,0
582,582,497418112933715968,1
583,583,975077444557275136,0
584,584,694836189249941504,1
585,585,1256005967747129353,0
586,586,65273746616881152,1
587,587,840479944757129217,1
588,588,507943886799392768,0
589,589,747799656290213888,1
590,590,582480947053887488,1
591,591,1067734287049523201,1
592,592,1636513870,0
593,593,41445094183796736,1
594,594,33807899373342720,0
595,595,1069163499140628481,1
596,596,893549673545310210,1
597,597,1161701314096586753,0
598,598,694985277442519040,0
600,600,413747018633601024,0
601,601,30699601233186817,0
602,602,754521866614738944,1
603,603,694948154790146053,0
604,604,596726892159373312,1
605,605,971720999510138880,0
606,606,975062727193346048,0
607,607,14852494159,0
608,608,414656954590826496,1
609,609,975880570566791168,1
610,610,483441702703996929,1
611,611,341087800290050048,1
613,613,674240719591092224,1
614,614,134634528055627776,0
615,615,1256090447476293632,1
617,617,601226943124615168,0
618,618,227784576544690176,1
619,619,601360521044959233,0
620,620,1193210699557662720,1
621,621,1129670923043262464,1
622,622,1255229765340061697,0
623,623,975149740030504960,0
624,624,414689919890898944,0
625,625,881535296076214272,0
626,626,227776799277453312,1
627,627,601469381772607488,0
628,628,118199261321109504,1
629,629,694830153311129600,0
630,630,321347248917213184,0
631,631,790046536352739328,1
632,632,227814488655683584,0
634,634,964364035591323654,1
635,635,2419920450,0
636,636,11416714993,1
638,638,596572202046107648,0
639,639,881144212967882752,0
640,640,1029289364033921024,1
641,641,227372634407575552,1
642,642,1036684310454067201,1
643,643,227846457254899712,0
644,644,995540628,1
645,645,227873336103948289,0
646,646,788105008378183680,1
647,647,28526752137,0
649,649,601295335084830720,0
650,650,227863591817199616,0
651,651,601417971060224000,1
652,652,220767202754822144,1
653,653,1060237210048442368,0
654,654,321173566882197504,0
655,655,134310672606564352,0
656,656,974598783349661696,0
657,657,4119778959,0
658,658,196178296990466048,1
659,659,414834534828347392,0
660,660,1161656019627364353,0
661,661,673174043592433664,1
662,662,14345105464893441,1
663,663,1255162892137246727,0
664,664,414683372862976000,0
665,665,405931605283590144,1
666,666,788088812765229056,0
667,667,507978779202191360,1
668,668,691636269898543104,0
669,669,694610258321379328,0
670,670,227447061820354560,0
671,671,1255148685823864834,1
672,672,4131999020,0
673,673,413861790120828929,0
675,675,227909099201892352,0
676,676,865854510874460163,1
677,677,965882771477495809,0
678,678,330410374820159489,1
679,679,134314893376622593,0
680,680,392742063491411968,1
681,681,893273654,0
682,682,1068138035546546177,0
683,683,4097319915,0
685,685,788014149242613760,0
686,686,694804833795067905,1
687,687,601093779450298368,1
688,688,414646234024919040,0
689,689,31748813077090304,0
690,690,1256000637860564992,0
691,691,46856963409199104,1
692,692,1155886516947869698,1
693,693,319011272878325761,0
694,694,215135667787792386,1
695,695,414777788013346817,0
696,696,1067777030773719040,0
697,697,15859871724,1
698,698,788038098265444353,0
701,701,694822749210939392,0
702,702,227895076959973376,0
703,703,4167718925,0
704,704,881293357418524673,0
705,705,414746723752214528,0
706,706,1068797625900691456,1
707,707,190490834746085376,1
708,708,507206915969933312,1
709,709,788070517261627392,0
710,710,881382056965558273,1
711,711,507967463888142337,0
712,712,4442880642,1
713,713,1158331110029266944,1
714,714,1161771683142930439,0
715,715,772320933780402176,1
716,716,414638665156272129,0
717,717,12153137626,0
718,718,1066237252202708992,1
719,719,414678521089236992,0
720,720,971360564462211072,0
721,721,134568513795919872,0
722,722,787554712254054400,0
723,723,19864027781,1
724,724,134599992601096192,0
725,725,1161712140471996417,0
726,726,313303237035962368,0
727,727,880775846256140288,0
728,728,1161710406345170944,0
729,729,1107579760278933505,1
731,731,834149909678919682,1
732,732,414623258101964800,1
733,733,134288837424840704,0
734,734,1067690618896273408,0
735,735,973923995178491905,1
736,736,99855448580177920,1
737,737,507166497089679360,1
738,738,693489293944233985,0
739,739,508677030775226368,1
740,740,134128061720440832,1
741,741,1255094373068402688,1
742,742,40286538210222080,0
743,743,881551805968240640,0
744,744,1255267835061972999,0
745,745,1049394605555425280,1
746,746,974693842485067777,0
747,747,954053336,0
748,748,1061791032709386241,1
749,749,1133022553197297664,1
750,750,1067757886498062337,1
751,751,693430660678029316,1
752,752,507860539742384130,0
753,753,101715070651871232,1
754,754,27680686706008064,0
755,755,520856363761557504,1
756,756,1255231763598774273,0
757,757,2537199504,0
758,758,15870263887,1
759,759,1255221136419323915,0
760,760,1159464226102095872,0
762,762,226267799318835200,1
763,763,600568970219925504,0
764,764,1255594539714146304,1
765,765,968521940385267712,1
766,766,319508204277100545,0
767,767,945313266888196096,1
769,769,1255791781473476608,1
770,770,794755907729195008,1
771,771,507864088735539200,0
772,772,1161626531526877185,0
773,773,306404438770343936,0
775,775,600668560147415040,0
776,776,379453371876245504,1
777,777,1068176995576496133,0
778,778,414742337609158656,0
779,779,876426228554747906,0
780,780,684777409053388800,0
781,781,1161670665411280896,0
782,782,32446067895173120,0
783,783,1162421071821381632,0
784,784,595880180440113152,0
785,785,4424178895,0
786,786,219143313150849024,0
787,787,1161696158680567814,0
789,789,683990219973111808,0
792,792,881479177450422272,0
793,793,878927027440680960,1
794,794,40512198564384768,0
795,795,218808859068862464,1
796,796,730124331725017090,1
797,797,787632581,0
798,798,134368543897686016,1
800,800,226580413181739008,0
801,801,15991745734,0
802,802,1068104681979691008,1
803,803,120161500173303808,1
804,804,3859591810,0
805,805,735404862742134784,1
806,806,116197187121184768,1
807,807,7445507254,1
808,808,507889582491189248,0
809,809,881562226649387010,0
810,810,694609780401377280,0
812,812,913901168,0
813,813,776536086151659520,1
815,815,596011577435754496,0
816,816,3758850272,1
817,817,1255244762854105088,0
818,818,1255213870190190592,0
819,819,128489983316209664,1
820,820,123804000003956737,1
821,821,227868942083960832,1
822,822,227474004452192256,0
823,823,3199043392,1
824,824,784425566913064960,1
825,825,459720916994654209,1
826,826,694913730954579968,0
827,827,583477867306160129,1
829,829,134330711581798400,0
830,830,321279169499627520,0
831,831,134472239419629570,1
832,832,970997471131439104,1
834,834,16082434401,1
835,835,881174301864591360,1
836,836,505807114430722048,1
837,837,135061705565810688,1
838,838,17579685134,1
839,839,227151171431829505,0
842,842,396674275631194112,1
843,843,321294051573919746,0
844,844,1142290736085209090,1
845,845,311099530013704192,1
846,846,1068158467251339265,0
847,847,579902467149680640,1
848,848,133850844213944320,0
849,849,26740913463,1
850,850,1067749653913853952,1
851,851,507912335772495873,1
853,853,694593937160404992,0
854,854,33583730698223617,1
855,855,788033873259233280,0
856,856,507942193344946176,0
857,857,413267534259830784,1
858,858,414821930374807552,0
859,859,3602485749,1
860,860,919173406020349952,1
861,861,787306676273704961,0
862,862,975003283852087296,0
863,863,601344119760232448,0
864,864,25975321048121344,1
865,865,787365057864855553,0
866,866,1063401899628605440,0
867,867,507424885837012992,0
868,868,694581289488359426,0
869,869,599786377715265536,1
870,870,4363361365,1
871,871,1255142602505981958,0
872,872,227442271497367552,0
873,873,507847688583270400,1
874,874,413416628190064640,0
875,875,894978061606809600,1
876,876,13592862242,0
877,877,615244363375861760,1
878,878,84235349194326016,1
879,879,413480486594301952,1
881,881,227621500100964352,1
882,882,40828547518050304,0
883,883,321304088090406912,0
884,884,587939528654069760,1
885,885,414024249674719232,0
886,886,134660393888002048,0
887,887,513784915381723137,1
888,888,1173457734307467265,1
889,889,40735207665569792,0
890,890,2594892259,0
891,891,227841385900949504,0
893,893,4155985079,0
894,894,969247883751915520,0
895,895,224924072780369920,1
896,896,15352427376,0
897,897,903341493452238848,1
898,898,204853228574228480,1
899,899,569030987058847744,1
900,900,299806844577271808,0
901,901,1161729796717477888,0
902,902,827374325510467585,1
903,903,227845271583875072,0
904,904,854658491700711433,1
905,905,1256357065695662081,1
906,906,1255294431466487814,0
907,907,665037655160188929,1
909,909,38054183844184064,0
910,910,853841943381643265,1
911,911,881461276664250368,0
912,912,40787787380686850,1
913,913,672757446016786436,1
914,914,507997034008567808,0
915,915,720518085732659201,1
916,916,507819848093556736,1
917,917,321290310472826880,0
918,918,787995846898057216,0
919,919,2951044602,1
920,920,736594595228856320,1
921,921,1041280371214757888,1
922,922,15481623128,0
923,923,507966423898275840,0
924,924,974486279533441024,0
925,925,321221711901102080,0
926,926,314705138096947201,1
927,927,217571551963394048,0
928,928,1181271902641217537,1
929,929,414726380148895744,0
930,930,872450338401378304,0
931,931,1161588683687911424,0
932,932,507867375320850432,1
933,933,693877307405176834,1
934,934,1068217926057119746,0
935,935,40113785507160064,1
936,936,507935460010643456,0
937,937,507830575311228928,0
938,938,882269063115878400,0
939,939,227449869068013569,0
940,940,975122861177229317,0
942,942,881037045044359172,0
943,943,788084290651353088,1
944,944,507980397217472512,0
945,945,676103109584621569,0
946,946,1068179548418834432,0
947,947,1161661636228161536,0
948,948,7741901472,1
949,949,1161715652949762048,1
950,950,239044740182597634,1
951,951,166461145421582336,1
952,952,945045118498861058,1
953,953,829953793097887745,1
954,954,601473137910353921,0
955,955,227812893935165440,1
956,956,1161589022373945344,1
957,957,345395911691751424,1
958,958,414740649686990848,0
959,959,1161447559254040576,1
960,960,999986527,1
961,961,877194676926910465,0
962,962,227488059652984832,1
963,963,1161715994101862400,0
964,964,19731684773,1
966,966,414887800354668544,0
967,967,632079272,0
968,968,1255143758246506496,0
969,969,135111238744158208,1
970,970,1235117885468471296,1
971,971,973737767900397568,1
972,972,14280727406,0
973,973,694935914112425984,0
974,974,787980838214311936,0
975,975,694967746983899136,0
976,976,134323059925598208,1
977,977,321217915569446912,0
978,978,412551341286768642,1
979,979,1067771967087001600,0
980,980,227678080142036992,0
981,981,694990523975733248,0
982,982,414735195099500544,0
983,983,786953421676883968,0
984,984,694960595280470016,0
985,985,1161533632684670977,0
986,986,234165637629497344,1
987,987,321237870193041408,1
988,988,321247629931597825,0
989,989,975108759700889600,1
990,990,507950018100080641,0
991,991,330635110091198465,1
992,992,15985245147,1
993,993,975015086635999232,0
994,994,787894906110873600,1
996,996,1082935657620754432,1
997,997,692389492121079813,1
998,998,955122131452403713,1
999,999,771329413111750656,1
1000,1000,408953182455627777,1
1001,1001,1256345361729404928,1
1002,1002,1211707564875862017,1
1003,1003,3989296937,1
1004,1004,694927502528102400,0
1005,1005,787879373948936192,1
1006,1006,414777535428190208,1
1007,1007,897500868521541632,1
1008,1008,41008580803047424,0
1009,1009,1162249882645610497,1
1010,1010,601429480138153984,0
1011,1011,971121492229582848,0
1012,1012,1048673666353876992,1
1013,1013,734400393577275392,1
1014,1014,21413936693,1
1015,1015,601155780516024320,0
1016,1016,1193776926675963905,1
1017,1017,874152150124961794,0
1018,1018,408262050335293440,1
1019,1019,134610229588529152,0
1020,1020,1161571537176027136,1
1021,1021,694597972848316416,1
1022,1022,1039559200106528768,1
1023,1023,1255271359397146628,1
1024,1024,226022034310840321,0
1025,1025,694977588956037120,1
1026,1026,414814858329088000,0
1027,1027,1068188210759516160,0
1028,1028,1161327769449574400,1
1029,1029,504311799521345536,0
1030,1030,195541358151340033,0
1032,1032,1152787412025794561,1
1033,1033,40850501499224064,1
1035,1035,4051555511,1
1036,1036,1140879192898228231,1
1037,1037,1186729435497517056,1
1038,1038,601462572768841728,0
1039,1039,1047467677936017409,1
1040,1040,13414729484,1
1041,1041,1160799540603019264,0
1042,1042,600348116185911296,1
1043,1043,134686809304215553,0
1044,1044,129610550421364736,0
1045,1045,601442413333250048,0
1046,1046,806633543111561216,1
1047,1047,15266330082,0
1048,1048,714714813134409729,1
1052,1052,881430799328858113,0
1053,1053,79250551262560256,1
1054,1054,413294620391800832,0
1055,1055,1099610771523338241,1
1056,1056,1175329349676855296,1
1057,1057,975055411563892737,0
1058,1058,134614370960424960,0
1059,1059,975058202285899776,1
1060,1060,1255227270723244033,0
1061,1061,204445588677341184,0
1062,1062,817298364341489664,1
1063,1063,975032905503305728,1
1064,1064,694891305881571328,0
1065,1065,321296237632552962,0
1066,1066,789172306564165632,1
1067,1067,282068161581436932,1
1068,1068,601406278519300096,0
1069,1069,729041445210968067,1
1070,1070,1161692588685983744,0
1071,1071,1161614845013368833,1
1072,1072,507158337612300288,0
1073,1073,134689729533837312,0
1074,1074,187800036703354880,1
1076,1076,169359226295173120,1
1077,1077,694857156701458433,0
1078,1078,321315831164313601,0
1079,1079,26873920103,1
1080,1080,507419173484371969,0
1081,1081,881502744992808961,0
1082,1082,37940573444771840,1
1083,1083,15883145073,0
1084,1084,22280397790,1
1085,1085,787329485095837696,0
1086,1086,1255136652382486536,0
1087,1087,881923521672208384,1
1088,1088,599941324658245632,1
1089,1089,1150815362050473984,1
1090,1090,1118518761043177472,1
1091,1091,37185075938459648,0
1092,1092,881553653517123586,0
1093,1093,601464893976391681,0
1094,1094,406082120910508033,1
1096,1096,245245262568759297,1
1097,1097,788090911913865216,0
1098,1098,227818149389688833,0
1100,1100,1169160991927521280,1
1101,1101,843264789623189504,1
1102,1102,414695822639366144,0
1103,1103,368098407212015616,1
1104,1104,319730088696496128,0
1105,1105,812757496326520832,1
1106,1106,1162086139785703424,1
1107,1107,1157562400410746880,1
1108,1108,744904324476637185,1
1110,1110,1239461580590338049,1
1111,1111,15767462843,0
1112,1112,746119874901082112,1
1113,1113,413356547293839360,0
1114,1114,1242725073556930561,1
1115,1115,600146910062579712,1
1116,1116,15795914063,0
1117,1117,1066654839705227264,1
1119,1119,601332157659774977,0
1120,1120,829729333732339712,1
1121,1121,4394215617,1
1122,1122,1135888294959443971,1
1123,1123,224715926610780161,0
1124,1124,1161965684290654208,1
1125,1125,1204249393047707648,1
1126,1126,480875182693699585,1
1127,1127,321098422620942336,0
1128,1128,994592458880122881,1
1129,1129,787728287606968320,0
1130,1130,15317347272,0
1131,1131,786733353751818240,0
1134,1134,2015598445,0
1135,1135,1067037199714136064,0
1136,1136,694927573684367360,0
1137,1137,1161316437878697984,1
1138,1138,786644700950302720,0
1139,1139,628653996316594176,1
1140,1140,32898502065389568,1
1141,1141,17774605063,1
1142,1142,695009882127351808,0
1143,1143,104685079997067264,1
1144,1144,700951303325782017,1
1145,1145,974941175256764416,1
1146,1146,170194897515716609,1
1149,1149,974708063071555584,1
1151,1151,2869271528,0
1154,1154,3260908763,0
